"Plot Title: 20775516"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20775516, SEN S/N: 20775516)","Full Range, μS/cm (LGR S/N: 20775516, SEN S/N: 20775516)","Temp, °C (LGR S/N: 20775516, SEN S/N: 20775516)","Coupler Detached (LGR S/N: 20775516)","Coupler Attached (LGR S/N: 20775516)","Host Connected (LGR S/N: 20775516)","Stopped (LGR S/N: 20775516)","End Of File (LGR S/N: 20775516)"
1,08/14/23 11:00:00 AM,2.3,-0.5,35.56,Logged,,,,
2,08/14/23 11:15:00 AM,257.0,263.1,24.86,,,,,
3,08/14/23 11:30:00 AM,257.5,263.4,25.03,,,,,
4,08/14/23 11:45:00 AM,257.9,263.7,25.12,,,,,
5,08/14/23 12:00:00 PM,259.9,265.9,25.41,,,,,
6,08/14/23 12:15:00 PM,259.0,264.8,25.37,,,,,
7,08/14/23 12:30:00 PM,259.0,264.8,25.41,,,,,
8,08/14/23 12:45:00 PM,259.6,265.8,25.56,,,,,
9,08/14/23 01:00:00 PM,259.6,265.4,25.63,,,,,
10,08/14/23 01:15:00 PM,260.6,266.5,25.75,,,,,
11,08/14/23 01:30:00 PM,261.3,267.2,25.86,,,,,
12,08/14/23 01:45:00 PM,261.0,266.9,25.81,,,,,
13,08/14/23 02:00:00 PM,261.3,267.2,25.89,,,,,
14,08/14/23 02:15:00 PM,262.2,267.9,26.03,,,,,
15,08/14/23 02:30:00 PM,262.6,268.6,26.16,,,,,
16,08/14/23 02:45:00 PM,263.9,269.7,26.30,,,,,
17,08/14/23 03:00:00 PM,265.3,271.0,26.58,,,,,
18,08/14/23 03:15:00 PM,266.8,272.8,26.92,,,,,
19,08/14/23 03:30:00 PM,266.5,272.8,26.93,,,,,
20,08/14/23 03:45:00 PM,265.9,272.0,26.93,,,,,
21,08/14/23 04:00:00 PM,266.2,272.4,27.04,,,,,
22,08/14/23 04:15:00 PM,266.1,272.4,27.08,,,,,
23,08/14/23 04:30:00 PM,265.1,271.3,27.03,,,,,
24,08/14/23 04:45:00 PM,264.9,270.9,27.00,,,,,
25,08/14/23 05:00:00 PM,264.2,270.2,26.81,,,,,
