"Plot Title: 20775521"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20775521, SEN S/N: 20775521)","Full Range, μS/cm (LGR S/N: 20775521, SEN S/N: 20775521)","Temp, °C (LGR S/N: 20775521, SEN S/N: 20775521)","Coupler Detached (LGR S/N: 20775521)","Coupler Attached (LGR S/N: 20775521)","Host Connected (LGR S/N: 20775521)","Stopped (LGR S/N: 20775521)","End Of File (LGR S/N: 20775521)"
1,08/23/22 11:30:00 AM,256.9,255.4,24.31,Logged,,,,
2,08/23/22 11:45:00 AM,257.8,256.5,24.51,,,,,
3,08/23/22 12:00:00 PM,258.1,256.5,24.57,,,,,
4,08/23/22 12:15:00 PM,258.8,256.8,24.73,,,,,
5,08/23/22 12:30:00 PM,258.8,257.1,24.77,,,,,
6,08/23/22 12:45:00 PM,258.7,256.8,24.81,,,,,
7,08/23/22 01:00:00 PM,258.7,256.7,24.89,,,,,
8,08/23/22 01:15:00 PM,258.6,256.7,24.95,,,,,
9,08/23/22 01:30:00 PM,258.7,256.7,25.05,,,,,
10,08/23/22 01:45:00 PM,258.9,256.7,25.16,,,,,
11,08/23/22 02:00:00 PM,259.0,257.0,25.19,,,,,
12,08/23/22 02:15:00 PM,259.1,257.4,25.20,,,,,
13,08/23/22 02:30:00 PM,259.2,257.7,25.24,,,,,
14,08/23/22 02:45:00 PM,259.2,257.7,25.29,,,,,
15,08/23/22 03:00:00 PM,259.2,257.4,25.31,,,,,
16,08/23/22 03:15:00 PM,259.3,257.3,25.32,,,,,
17,08/23/22 03:30:00 PM,259.4,257.7,25.36,,,,,
18,08/23/22 03:45:00 PM,259.5,257.7,25.38,,,,,
19,08/23/22 04:00:00 PM,259.3,257.3,25.37,,,,,
20,08/23/22 04:15:00 PM,259.3,257.7,25.38,,,,,
21,08/23/22 04:30:00 PM,259.3,257.3,25.37,,,,,
22,08/23/22 04:45:00 PM,259.4,257.7,25.37,,,,,
23,08/23/22 05:00:00 PM,259.4,257.3,25.37,,,,,
24,08/23/22 05:15:00 PM,259.3,257.7,25.36,,,,,
25,08/23/22 05:30:00 PM,259.4,257.3,25.34,,,,,
26,08/23/22 05:45:00 PM,259.2,257.0,25.35,,,,,
27,08/23/22 06:00:00 PM,259.4,257.7,25.36,,,,,
28,08/23/22 06:15:00 PM,259.4,257.7,25.34,,,,,
29,08/23/22 06:30:00 PM,259.5,257.7,25.31,,,,,
30,08/23/22 06:45:00 PM,259.7,257.4,25.28,,,,,
31,08/23/22 07:00:00 PM,259.9,258.1,25.26,,,,,
32,08/23/22 07:15:00 PM,260.0,258.1,25.24,,,,,
33,08/23/22 07:30:00 PM,259.6,257.7,25.20,,,,,
34,08/23/22 07:45:00 PM,259.5,257.8,25.18,,,,,
35,08/23/22 08:00:00 PM,259.0,257.0,25.11,,,,,
36,08/23/22 08:15:00 PM,258.4,256.7,25.02,,,,,
37,08/23/22 08:30:00 PM,257.8,256.0,24.93,,,,,
38,08/23/22 08:45:00 PM,257.2,255.3,24.83,,,,,
39,08/23/22 09:00:00 PM,256.9,254.9,24.75,,,,,
40,08/23/22 09:15:00 PM,256.7,255.0,24.65,,,,,
41,08/23/22 09:30:00 PM,256.6,254.2,24.57,,,,,
42,08/23/22 09:45:00 PM,256.4,254.3,24.46,,,,,
43,08/23/22 10:00:00 PM,255.9,253.6,24.35,,,,,
44,08/23/22 10:15:00 PM,255.8,253.6,24.26,,,,,
45,08/23/22 10:30:00 PM,255.7,253.6,24.19,,,,,
46,08/23/22 10:45:00 PM,255.7,253.3,24.10,,,,,
47,08/23/22 11:00:00 PM,255.8,253.3,24.03,,,,,
48,08/23/22 11:15:00 PM,255.8,253.3,23.95,,,,,
49,08/23/22 11:30:00 PM,255.7,253.3,23.87,,,,,
50,08/23/22 11:45:00 PM,255.6,253.4,23.81,,,,,
51,08/24/22 12:00:00 AM,255.6,253.4,23.75,,,,,
52,08/24/22 12:15:00 AM,255.9,253.4,23.72,,,,,
53,08/24/22 12:30:00 AM,255.7,253.4,23.67,,,,,
54,08/24/22 12:45:00 AM,255.7,253.4,23.63,,,,,
55,08/24/22 01:00:00 AM,255.6,253.4,23.60,,,,,
56,08/24/22 01:15:00 AM,255.4,253.1,23.55,,,,,
57,08/24/22 01:30:00 AM,255.3,253.1,23.53,,,,,
58,08/24/22 01:45:00 AM,255.3,252.7,23.50,,,,,
59,08/24/22 02:00:00 AM,255.1,253.1,23.47,,,,,
60,08/24/22 02:15:00 AM,254.9,252.7,23.44,,,,,
61,08/24/22 02:30:00 AM,254.8,252.4,23.42,,,,,
62,08/24/22 02:45:00 AM,254.6,252.4,23.39,,,,,
63,08/24/22 03:00:00 AM,254.6,252.0,23.38,,,,,
64,08/24/22 03:15:00 AM,254.4,252.0,23.37,,,,,
65,08/24/22 03:30:00 AM,254.3,252.0,23.35,,,,,
66,08/24/22 03:45:00 AM,254.2,252.0,23.35,,,,,
67,08/24/22 04:00:00 AM,254.1,251.6,23.32,,,,,
68,08/24/22 04:15:00 AM,254.1,251.7,23.31,,,,,
69,08/24/22 04:30:00 AM,254.1,251.7,23.31,,,,,
70,08/24/22 04:45:00 AM,254.1,251.7,23.31,,,,,
71,08/24/22 05:00:00 AM,254.2,251.7,23.31,,,,,
72,08/24/22 05:15:00 AM,254.1,251.7,23.30,,,,,
73,08/24/22 05:30:00 AM,254.1,251.7,23.29,,,,,
74,08/24/22 05:45:00 AM,254.0,251.7,23.26,,,,,
75,08/24/22 06:00:00 AM,254.1,251.7,23.26,,,,,
76,08/24/22 06:15:00 AM,254.0,251.7,23.24,,,,,
77,08/24/22 06:30:00 AM,253.9,251.7,23.20,,,,,
78,08/24/22 06:45:00 AM,253.7,251.3,23.17,,,,,
79,08/24/22 07:00:00 AM,253.7,251.3,23.14,,,,,
80,08/24/22 07:15:00 AM,253.7,251.3,23.13,,,,,
81,08/24/22 07:30:00 AM,253.4,251.0,23.06,,,,,
82,08/24/22 07:45:00 AM,253.3,251.0,23.00,,,,,
83,08/24/22 08:00:00 AM,253.3,251.0,22.95,,,,,
84,08/24/22 08:15:00 AM,253.0,250.3,22.91,,,,,
85,08/24/22 08:30:00 AM,253.3,251.0,22.93,,,,,
86,08/24/22 08:45:00 AM,253.9,251.3,23.09,,,,,
87,08/24/22 09:00:00 AM,254.0,251.7,23.09,,,,,
88,08/24/22 09:15:00 AM,254.8,252.4,23.33,,,,,
89,08/24/22 09:30:00 AM,255.0,253.1,23.39,,,,,
90,08/24/22 09:45:00 AM,255.6,253.4,23.57,,,,,
91,08/24/22 10:00:00 AM,256.1,254.1,23.69,,,,,
92,08/24/22 10:15:00 AM,256.1,254.1,23.72,,,,,
93,08/24/22 10:30:00 AM,256.8,254.4,23.84,,,,,
94,08/24/22 10:45:00 AM,256.8,254.5,23.83,,,,,
95,08/24/22 11:00:00 AM,257.5,255.9,23.97,,,,,
96,08/24/22 11:15:00 AM,258.3,257.0,24.07,,,,,
97,08/24/22 11:30:00 AM,258.8,256.9,24.17,,,,,
98,08/24/22 11:45:00 AM,259.6,258.0,24.32,,,,,
99,08/24/22 12:00:00 PM,259.9,258.3,24.43,,,,,
100,08/24/22 12:15:00 PM,259.7,258.3,24.58,,,,,
101,08/24/22 12:30:00 PM,259.8,258.3,24.71,,,,,
102,08/24/22 12:45:00 PM,259.7,257.5,24.77,,,,,
103,08/24/22 01:00:00 PM,259.6,257.8,24.88,,,,,
104,08/24/22 01:15:00 PM,259.6,257.8,24.93,,,,,
105,08/24/22 01:30:00 PM,259.8,257.8,25.00,,,,,
106,08/24/22 01:45:00 PM,260.3,258.1,25.11,,,,,
107,08/24/22 02:00:00 PM,260.6,258.5,25.23,,,,,
108,08/24/22 02:15:00 PM,260.4,258.1,25.25,,,,,
109,08/24/22 02:30:00 PM,260.5,258.5,25.29,,,,,
110,08/24/22 02:45:00 PM,260.6,258.5,25.25,,,,,
111,08/24/22 03:00:00 PM,260.6,258.5,25.24,,,,,
112,08/24/22 03:15:00 PM,260.8,259.2,25.23,,,,,
113,08/24/22 03:30:00 PM,260.7,258.9,25.18,,,,,
114,08/24/22 03:45:00 PM,260.8,258.9,25.13,,,,,
115,08/24/22 04:00:00 PM,260.7,258.9,25.10,,,,,
116,08/24/22 04:15:00 PM,261.0,258.9,25.08,,,,,
117,08/24/22 04:30:00 PM,260.9,258.9,25.11,,,,,
118,08/24/22 04:45:00 PM,260.7,258.9,25.14,,,,,
119,08/24/22 05:00:00 PM,260.9,259.2,25.16,,,,,
120,08/24/22 05:15:00 PM,260.6,258.9,25.17,,,,,
121,08/24/22 05:30:00 PM,260.6,258.5,25.17,,,,,
122,08/24/22 05:45:00 PM,260.4,258.1,25.16,,,,,
123,08/24/22 06:00:00 PM,260.3,258.1,25.13,,,,,
124,08/24/22 06:15:00 PM,259.9,258.1,25.11,,,,,
125,08/24/22 06:30:00 PM,260.0,257.8,25.02,,,,,
126,08/24/22 06:45:00 PM,260.0,258.2,24.99,,,,,
127,08/24/22 07:00:00 PM,260.1,257.8,24.95,,,,,
128,08/24/22 07:15:00 PM,260.1,258.2,24.89,,,,,
129,08/24/22 07:30:00 PM,260.0,257.9,24.83,,,,,
130,08/24/22 07:45:00 PM,259.5,257.5,24.75,,,,,
131,08/24/22 08:00:00 PM,259.3,257.2,24.70,,,,,
132,08/24/22 08:15:00 PM,258.9,256.4,24.63,,,,,
133,08/24/22 08:30:00 PM,258.4,256.5,24.56,,,,,
134,08/24/22 08:45:00 PM,257.8,255.8,24.45,,,,,
135,08/24/22 09:00:00 PM,257.3,255.0,24.35,,,,,
136,08/24/22 09:15:00 PM,256.9,254.7,24.23,,,,,
137,08/24/22 09:30:00 PM,257.0,255.1,24.13,,,,,
138,08/24/22 09:45:00 PM,256.1,253.7,24.04,,,,,
139,08/24/22 10:00:00 PM,255.7,253.3,23.95,,,,,
140,08/24/22 10:15:00 PM,255.4,252.6,23.86,,,,,
141,08/24/22 10:30:00 PM,255.0,252.3,23.75,,,,,
142,08/24/22 10:45:00 PM,254.7,252.3,23.65,,,,,
143,08/24/22 11:00:00 PM,254.9,252.3,23.60,,,,,
144,08/24/22 11:15:00 PM,255.3,252.7,23.56,,,,,
145,08/24/22 11:30:00 PM,255.5,253.1,23.55,,,,,
146,08/24/22 11:45:00 PM,255.9,253.4,23.53,,,,,
147,08/25/22 12:00:00 AM,256.2,253.4,23.50,,,,,
148,08/25/22 12:15:00 AM,256.2,253.5,23.45,,,,,
149,08/25/22 12:30:00 AM,256.3,253.8,23.43,,,,,
150,08/25/22 12:45:00 AM,256.4,253.5,23.41,,,,,
151,08/25/22 01:00:00 AM,256.5,254.2,23.39,,,,,
152,08/25/22 01:15:00 AM,256.6,254.9,23.37,,,,,
153,08/25/22 01:30:00 AM,256.5,254.9,23.36,,,,,
154,08/25/22 01:45:00 AM,256.3,253.5,23.32,,,,,
155,08/25/22 02:00:00 AM,256.1,253.5,23.29,,,,,
156,08/25/22 02:15:00 AM,255.9,253.5,23.27,,,,,
157,08/25/22 02:30:00 AM,255.8,253.1,23.24,,,,,
158,08/25/22 02:45:00 AM,255.7,253.1,23.21,,,,,
159,08/25/22 03:00:00 AM,255.6,253.2,23.19,,,,,
160,08/25/22 03:15:00 AM,255.5,253.2,23.18,,,,,
161,08/25/22 03:30:00 AM,255.2,252.4,23.15,,,,,
162,08/25/22 03:45:00 AM,255.1,252.8,23.13,,,,,
163,08/25/22 04:00:00 AM,254.9,252.4,23.11,,,,,
164,08/25/22 04:15:00 AM,254.9,252.4,23.09,,,,,
165,08/25/22 04:30:00 AM,254.7,252.1,23.07,,,,,
166,08/25/22 04:45:00 AM,254.6,252.1,23.03,,,,,
167,08/25/22 05:00:00 AM,254.5,251.7,23.00,,,,,
168,08/25/22 05:15:00 AM,254.3,251.7,22.96,,,,,
169,08/25/22 05:30:00 AM,254.1,251.8,22.93,,,,,
170,08/25/22 05:45:00 AM,253.8,251.4,22.90,,,,,
171,08/25/22 06:00:00 AM,253.6,251.0,22.85,,,,,
172,08/25/22 06:15:00 AM,253.5,250.7,22.81,,,,,
173,08/25/22 06:30:00 AM,253.3,250.7,22.77,,,,,
174,08/25/22 06:45:00 AM,253.2,250.3,22.71,,,,,
175,08/25/22 07:00:00 AM,253.1,250.3,22.67,,,,,
176,08/25/22 07:15:00 AM,253.0,250.4,22.66,,,,,
177,08/25/22 07:30:00 AM,252.8,250.4,22.63,,,,,
178,08/25/22 07:45:00 AM,252.6,250.0,22.60,,,,,
179,08/25/22 08:00:00 AM,252.6,250.0,22.58,,,,,
180,08/25/22 08:15:00 AM,252.4,249.6,22.54,,,,,
181,08/25/22 08:30:00 AM,252.1,249.7,22.52,,,,,
182,08/25/22 08:45:00 AM,252.2,249.7,22.52,,,,,
183,08/25/22 09:00:00 AM,252.1,249.7,22.52,,,,,
184,08/25/22 09:15:00 AM,252.3,249.6,22.55,,,,,
185,08/25/22 09:30:00 AM,253.6,251.0,22.91,,,,,
186,08/25/22 09:45:00 AM,254.3,251.7,23.02,,,,,
187,08/25/22 10:00:00 AM,255.3,252.4,23.20,,,,,
188,08/25/22 10:15:00 AM,255.3,252.7,23.35,,,,,
189,08/25/22 10:30:00 AM,255.6,253.1,23.41,,,,,
190,08/25/22 10:45:00 AM,256.2,253.4,23.54,,,,,
191,08/25/22 11:00:00 AM,256.8,254.9,23.65,,,,,
192,08/25/22 11:15:00 AM,257.5,255.2,23.75,,,,,
193,08/25/22 11:30:00 AM,258.0,255.5,23.87,,,,,
194,08/25/22 11:45:00 AM,258.7,256.6,24.07,,,,,
195,08/25/22 12:00:00 PM,259.4,257.3,24.25,,,,,
196,08/25/22 12:15:00 PM,259.9,258.0,24.41,,,,,
197,08/25/22 12:30:00 PM,260.0,257.9,24.52,,,,,
198,08/25/22 12:45:00 PM,260.0,257.9,24.64,,,,,
199,08/25/22 01:00:00 PM,259.9,257.9,24.71,,,,,
200,08/25/22 01:15:00 PM,259.8,257.9,24.76,,,,,
201,08/25/22 01:30:00 PM,259.8,257.9,24.81,,,,,
202,08/25/22 01:45:00 PM,260.1,258.2,24.92,,,,,
203,08/25/22 02:00:00 PM,260.3,258.5,25.05,,,,,
204,08/25/22 02:15:00 PM,260.6,258.5,25.06,,,,,
205,08/25/22 02:30:00 PM,261.1,259.6,25.17,,,,,
206,08/25/22 02:45:00 PM,261.0,259.2,25.11,,,,,
207,08/25/22 03:00:00 PM,261.1,259.2,25.22,,,,,
208,08/25/22 03:15:00 PM,261.4,259.5,25.34,,,,,
209,08/25/22 03:30:00 PM,261.5,259.9,25.38,,,,,
210,08/25/22 03:45:00 PM,261.6,259.5,25.41,,,,,
211,08/25/22 04:00:00 PM,261.5,259.5,25.42,,,,,
212,08/25/22 04:15:00 PM,261.4,259.5,25.40,,,,,
213,08/25/22 04:30:00 PM,261.6,259.5,25.35,,,,,
214,08/25/22 04:45:00 PM,262.2,260.3,25.32,,,,,
215,08/25/22 05:00:00 PM,262.3,260.7,25.30,,,,,
216,08/25/22 05:15:00 PM,262.5,261.0,25.30,,,,,
217,08/25/22 05:30:00 PM,262.6,260.7,25.32,,,,,
218,08/25/22 05:45:00 PM,263.1,261.4,25.34,,,,,
219,08/25/22 06:00:00 PM,263.1,261.4,25.34,,,,,
220,08/25/22 06:15:00 PM,263.1,261.8,25.35,,,,,
221,08/25/22 06:30:00 PM,262.7,261.7,25.36,,,,,
222,08/25/22 06:45:00 PM,262.6,261.0,25.35,,,,,
223,08/25/22 07:00:00 PM,262.3,260.7,25.31,,,,,
224,08/25/22 07:15:00 PM,263.1,261.4,25.25,,,,,
225,08/25/22 07:30:00 PM,263.5,261.4,25.23,,,,,
226,08/25/22 07:45:00 PM,263.8,261.8,25.19,,,,,
227,08/25/22 08:00:00 PM,263.7,261.8,25.14,,,,,
228,08/25/22 08:15:00 PM,263.0,261.1,25.07,,,,,
229,08/25/22 08:30:00 PM,262.9,260.7,25.00,,,,,
230,08/25/22 08:45:00 PM,262.8,260.8,24.91,,,,,
231,08/25/22 09:00:00 PM,262.3,260.4,24.81,,,,,
232,08/25/22 09:15:00 PM,262.0,259.7,24.70,,,,,
233,08/25/22 09:30:00 PM,261.9,259.7,24.63,,,,,
234,08/25/22 09:45:00 PM,261.6,259.4,24.51,,,,,
235,08/25/22 10:00:00 PM,261.0,258.7,24.39,,,,,
236,08/25/22 10:15:00 PM,260.8,258.7,24.29,,,,,
237,08/25/22 10:30:00 PM,260.6,258.0,24.21,,,,,
238,08/25/22 10:45:00 PM,260.2,258.0,24.13,,,,,
239,08/25/22 11:00:00 PM,260.0,257.7,24.04,,,,,
240,08/25/22 11:15:00 PM,259.6,257.4,23.95,,,,,
241,08/25/22 11:30:00 PM,259.4,256.7,23.85,,,,,
242,08/25/22 11:45:00 PM,258.7,256.3,23.72,,,,,
243,08/26/22 12:00:00 AM,258.5,256.0,23.65,,,,,
244,08/26/22 12:15:00 AM,258.2,256.0,23.56,,,,,
245,08/26/22 12:30:00 AM,257.9,255.7,23.48,,,,,
246,08/26/22 12:45:00 AM,257.6,255.3,23.42,,,,,
247,08/26/22 01:00:00 AM,257.4,254.9,23.36,,,,,
248,08/26/22 01:15:00 AM,257.3,255.0,23.30,,,,,
249,08/26/22 01:30:00 AM,257.4,255.3,23.30,,,,,
250,08/26/22 01:45:00 AM,257.4,255.0,23.30,,,,,
251,08/26/22 02:00:00 AM,257.4,255.0,23.29,,,,,
252,08/26/22 02:15:00 AM,2204.2,2482.2,23.27,,,,,
253,08/26/22 02:30:00 AM,257.3,254.2,23.24,,,,,
254,08/26/22 02:45:00 AM,257.2,254.2,23.25,,,,,
255,08/26/22 03:00:00 AM,257.2,254.6,23.23,,,,,
256,08/26/22 03:15:00 AM,257.2,254.6,23.24,,,,,
257,08/26/22 03:30:00 AM,257.2,254.6,23.23,,,,,
258,08/26/22 03:45:00 AM,257.2,254.3,23.21,,,,,
259,08/26/22 04:00:00 AM,257.2,254.3,23.21,,,,,
260,08/26/22 04:15:00 AM,257.1,254.6,23.23,,,,,
261,08/26/22 04:30:00 AM,257.1,254.2,23.23,,,,,
262,08/26/22 04:45:00 AM,257.2,254.3,23.21,,,,,
263,08/26/22 05:00:00 AM,256.9,254.3,23.18,,,,,
264,08/26/22 05:15:00 AM,256.8,253.9,23.14,,,,,
265,08/26/22 05:30:00 AM,255.9,253.2,23.14,,,,,
266,08/26/22 05:45:00 AM,256.5,253.5,23.11,,,,,
267,08/26/22 06:00:00 AM,256.5,253.6,23.08,,,,,
268,08/26/22 06:15:00 AM,256.4,253.9,23.05,,,,,
269,08/26/22 06:30:00 AM,256.2,253.6,23.01,,,,,
270,08/26/22 06:45:00 AM,256.3,253.2,23.00,,,,,
271,08/26/22 07:00:00 AM,256.3,253.6,22.99,,,,,
272,08/26/22 07:15:00 AM,255.9,253.2,22.95,,,,,
273,08/26/22 07:30:00 AM,255.9,252.9,22.90,,,,,
274,08/26/22 07:45:00 AM,255.8,253.2,22.89,,,,,
275,08/26/22 08:00:00 AM,255.9,253.2,22.91,,,,,
276,08/26/22 08:15:00 AM,256.7,254.3,23.08,,,,,
277,08/26/22 08:30:00 AM,256.5,253.9,23.07,,,,,
278,08/26/22 08:45:00 AM,256.7,254.6,23.12,,,,,
279,08/26/22 09:00:00 AM,257.1,254.6,23.25,,,,,
280,08/26/22 09:15:00 AM,256.5,253.9,23.18,,,,,
281,08/26/22 09:30:00 AM,256.7,254.6,23.23,,,,,
282,08/26/22 09:45:00 AM,256.9,254.6,23.29,,,,,
283,08/26/22 10:00:00 AM,257.0,254.2,23.30,,,,,
284,08/26/22 10:15:00 AM,257.3,254.6,23.39,,,,,
285,08/26/22 10:30:00 AM,258.0,255.6,23.55,,,,,
286,08/26/22 10:45:00 AM,258.3,255.6,23.67,,,,,
287,08/26/22 11:00:00 AM,258.5,256.0,23.73,,,,,
288,08/26/22 11:15:00 AM,259.1,256.3,23.83,,,,,
289,08/26/22 11:30:00 AM,259.4,256.6,23.92,,,,,
290,08/26/22 11:45:00 AM,259.8,257.3,24.05,,,,,
291,08/26/22 12:00:00 PM,260.0,257.3,24.13,,,,,
292,08/26/22 12:15:00 PM,260.8,258.0,24.29,,,,,
293,08/26/22 12:30:00 PM,260.7,258.3,24.37,,,,,
294,08/26/22 12:45:00 PM,261.0,258.7,24.53,,,,,
295,08/26/22 01:00:00 PM,260.9,258.6,24.67,,,,,
296,08/26/22 01:15:00 PM,260.9,258.2,24.73,,,,,
297,08/26/22 01:30:00 PM,261.2,258.9,24.86,,,,,
298,08/26/22 01:45:00 PM,261.4,258.9,24.95,,,,,
299,08/26/22 02:00:00 PM,261.8,259.3,25.06,,,,,
300,08/26/22 02:15:00 PM,261.8,259.6,25.13,,,,,
301,08/26/22 02:30:00 PM,261.7,259.6,25.11,,,,,
302,08/26/22 02:45:00 PM,261.5,259.3,25.06,,,,,
303,08/26/22 03:00:00 PM,261.5,259.3,25.05,,,,,
304,08/26/22 03:15:00 PM,261.5,259.3,25.00,,,,,
305,08/26/22 03:30:00 PM,261.8,259.7,24.91,,,,,
306,08/26/22 03:45:00 PM,261.9,259.7,24.91,,,,,
307,08/26/22 04:00:00 PM,261.9,259.7,24.94,,,,,
308,08/26/22 04:15:00 PM,261.8,259.7,24.94,,,,,
309,08/26/22 04:30:00 PM,261.7,259.3,24.99,,,,,
310,08/26/22 04:45:00 PM,261.5,259.3,25.00,,,,,
311,08/26/22 05:00:00 PM,261.4,259.3,24.99,,,,,
312,08/26/22 05:15:00 PM,261.3,258.9,24.95,,,,,
313,08/26/22 05:30:00 PM,261.4,259.3,24.95,,,,,
314,08/26/22 05:45:00 PM,261.4,259.3,24.92,,,,,
315,08/26/22 06:00:00 PM,261.0,258.9,24.87,,,,,
316,08/26/22 06:15:00 PM,261.2,258.9,24.86,,,,,
317,08/26/22 06:30:00 PM,261.0,259.0,24.82,,,,,
318,08/26/22 06:45:00 PM,261.3,259.0,24.76,,,,,
319,08/26/22 07:00:00 PM,261.4,259.0,24.71,,,,,
320,08/26/22 07:15:00 PM,261.6,259.4,24.69,,,,,
321,08/26/22 07:30:00 PM,261.2,259.0,24.63,,,,,
322,08/26/22 07:45:00 PM,260.8,258.3,24.57,,,,,
323,08/26/22 08:00:00 PM,260.5,257.9,24.52,,,,,
324,08/26/22 08:15:00 PM,260.0,258.0,24.46,,,,,
325,08/26/22 08:30:00 PM,259.6,257.2,24.37,,,,,
326,08/26/22 08:45:00 PM,259.2,256.5,24.31,,,,,
327,08/26/22 09:00:00 PM,259.0,256.6,24.20,,,,,
328,08/26/22 09:15:00 PM,258.6,256.2,24.10,,,,,
329,08/26/22 09:30:00 PM,259.1,257.7,23.98,,,,,
330,08/26/22 09:45:00 PM,259.1,257.4,23.90,,,,,
331,08/26/22 10:00:00 PM,258.7,257.4,23.80,,,,,
332,08/26/22 10:15:00 PM,257.3,254.9,23.69,,,,,
333,08/26/22 10:30:00 PM,256.9,254.5,23.59,,,,,
334,08/26/22 10:45:00 PM,256.4,253.8,23.51,,,,,
335,08/26/22 11:00:00 PM,256.2,253.5,23.42,,,,,
336,08/26/22 11:15:00 PM,256.8,254.9,23.39,,,,,
337,08/26/22 11:30:00 PM,256.9,254.2,23.36,,,,,
338,08/26/22 11:45:00 PM,257.0,254.2,23.31,,,,,
339,08/27/22 12:00:00 AM,257.0,254.2,23.24,,,,,
340,08/27/22 12:15:00 AM,257.1,254.3,23.19,,,,,
341,08/27/22 12:30:00 AM,257.3,254.3,23.18,,,,,
342,08/27/22 12:45:00 AM,257.6,255.0,23.18,,,,,
343,08/27/22 01:00:00 AM,257.6,255.0,23.15,,,,,
344,08/27/22 01:15:00 AM,257.5,254.6,23.11,,,,,
345,08/27/22 01:30:00 AM,257.5,255.0,23.08,,,,,
346,08/27/22 01:45:00 AM,257.4,255.0,23.09,,,,,
347,08/27/22 02:00:00 AM,257.3,254.3,23.05,,,,,
348,08/27/22 02:15:00 AM,257.2,254.3,23.01,,,,,
349,08/27/22 02:30:00 AM,257.2,254.7,23.00,,,,,
350,08/27/22 02:45:00 AM,256.9,253.9,22.99,,,,,
351,08/27/22 03:00:00 AM,256.8,254.0,22.93,,,,,
352,08/27/22 03:15:00 AM,256.5,253.6,22.93,,,,,
353,08/27/22 03:30:00 AM,257.0,254.3,22.90,,,,,
354,08/27/22 03:45:00 AM,256.2,253.2,22.88,,,,,
355,08/27/22 04:00:00 AM,256.1,253.2,22.85,,,,,
356,08/27/22 04:15:00 AM,255.7,252.9,22.81,,,,,
357,08/27/22 04:30:00 AM,255.8,252.9,22.79,,,,,
358,08/27/22 04:45:00 AM,255.6,252.9,22.78,,,,,
359,08/27/22 05:00:00 AM,255.3,252.2,22.75,,,,,
360,08/27/22 05:15:00 AM,255.1,252.2,22.70,,,,,
361,08/27/22 05:30:00 AM,255.1,252.2,22.69,,,,,
362,08/27/22 05:45:00 AM,254.7,251.8,22.64,,,,,
363,08/27/22 06:00:00 AM,254.8,251.8,22.63,,,,,
364,08/27/22 06:15:00 AM,254.6,251.5,22.61,,,,,
365,08/27/22 06:30:00 AM,254.4,251.5,22.59,,,,,
366,08/27/22 06:45:00 AM,253.4,250.8,22.54,,,,,
367,08/27/22 07:00:00 AM,254.2,251.1,22.54,,,,,
368,08/27/22 07:15:00 AM,253.9,250.8,22.52,,,,,
369,08/27/22 07:30:00 AM,253.7,250.8,22.49,,,,,
370,08/27/22 07:45:00 AM,253.6,250.8,22.48,,,,,
371,08/27/22 08:00:00 AM,253.5,250.8,22.46,,,,,
372,08/27/22 08:15:00 AM,253.4,250.7,22.57,,,,,
373,08/27/22 08:30:00 AM,253.1,250.4,22.61,,,,,
374,08/27/22 08:45:00 AM,253.6,250.7,22.57,,,,,
375,08/27/22 09:00:00 AM,253.8,251.1,22.69,,,,,
376,08/27/22 09:15:00 AM,253.6,250.7,22.82,,,,,
377,08/27/22 09:30:00 AM,254.7,251.8,22.91,,,,,
378,08/27/22 09:45:00 AM,255.3,252.5,22.97,,,,,
379,08/27/22 10:00:00 AM,255.1,252.1,23.01,,,,,
380,08/27/22 10:15:00 AM,255.6,252.8,23.12,,,,,
381,08/27/22 10:30:00 AM,255.7,252.4,23.19,,,,,
382,08/27/22 10:45:00 AM,256.3,253.5,23.25,,,,,
383,08/27/22 11:00:00 AM,256.0,253.1,23.25,,,,,
384,08/27/22 11:15:00 AM,256.1,253.1,23.30,,,,,
385,08/27/22 11:30:00 AM,256.3,253.5,23.29,,,,,
386,08/27/22 11:45:00 AM,256.5,253.8,23.36,,,,,
387,08/27/22 12:00:00 PM,256.0,253.1,23.38,,,,,
388,08/27/22 12:15:00 PM,256.3,253.5,23.39,,,,,
389,08/27/22 12:30:00 PM,256.1,253.5,23.42,,,,,
390,08/27/22 12:45:00 PM,256.7,253.8,23.43,,,,,
391,08/27/22 01:00:00 PM,255.7,253.1,23.42,,,,,
392,08/27/22 01:15:00 PM,255.5,253.1,23.42,,,,,
393,08/27/22 01:30:00 PM,255.6,253.1,23.49,,,,,
394,08/27/22 01:45:00 PM,255.6,252.7,23.53,,,,,
395,08/27/22 02:00:00 PM,255.5,253.0,23.60,,,,,
396,08/27/22 02:15:00 PM,255.3,252.7,23.65,,,,,
397,08/27/22 02:30:00 PM,255.0,252.3,23.69,,,,,
398,08/27/22 02:45:00 PM,254.6,251.9,23.69,,,,,
399,08/27/22 03:00:00 PM,254.6,251.6,23.67,,,,,
400,08/27/22 03:15:00 PM,255.2,252.7,23.59,,,,,
