"Plot Title: 20775521"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20775521, SEN S/N: 20775521)","Full Range, μS/cm (LGR S/N: 20775521, SEN S/N: 20775521)","Temp, °C (LGR S/N: 20775521, SEN S/N: 20775521)","Coupler Detached (LGR S/N: 20775521)","Coupler Attached (LGR S/N: 20775521)","Host Connected (LGR S/N: 20775521)","Stopped (LGR S/N: 20775521)","End Of File (LGR S/N: 20775521)"
1,09/06/22 10:00:00 AM,2.4,0.5,34.07,Logged,,,,
2,09/06/22 10:15:00 AM,2.4,0.6,31.72,,,,,
3,09/06/22 10:30:00 AM,259.4,256.6,22.77,,,,,
4,09/06/22 10:45:00 AM,259.7,256.9,22.88,,,,,
5,09/06/22 11:00:00 AM,260.3,258.0,23.06,,,,,
6,09/06/22 11:15:00 AM,261.3,259.0,23.24,,,,,
7,09/06/22 11:30:00 AM,261.9,259.4,23.39,,,,,
8,09/06/22 11:45:00 AM,262.9,260.4,23.57,,,,,
9,09/06/22 12:00:00 PM,263.7,261.5,23.78,,,,,
10,09/06/22 12:15:00 PM,264.1,261.4,23.86,,,,,
11,09/06/22 12:30:00 PM,264.5,261.8,23.97,,,,,
12,09/06/22 12:45:00 PM,264.7,262.5,24.02,,,,,
13,09/06/22 01:00:00 PM,264.9,262.8,24.09,,,,,
14,09/06/22 01:15:00 PM,264.4,261.7,24.05,,,,,
15,09/06/22 01:30:00 PM,264.1,261.4,24.04,,,,,
16,09/06/22 01:45:00 PM,264.0,261.4,24.04,,,,,
17,09/06/22 02:00:00 PM,263.8,261.4,24.05,,,,,
18,09/06/22 02:15:00 PM,263.9,261.4,24.09,,,,,
19,09/06/22 02:30:00 PM,264.0,261.3,24.16,,,,,
20,09/06/22 02:45:00 PM,264.3,261.7,24.25,,,,,
21,09/06/22 03:00:00 PM,264.2,261.3,24.29,,,,,
22,09/06/22 03:15:00 PM,264.4,261.7,24.34,,,,,
23,09/06/22 03:30:00 PM,264.5,262.4,24.39,,,,,
24,09/06/22 03:45:00 PM,264.7,262.4,24.43,,,,,
25,09/06/22 04:00:00 PM,265.0,262.4,24.45,,,,,
26,09/06/22 04:15:00 PM,265.3,262.7,24.51,,,,,
27,09/06/22 04:30:00 PM,265.7,263.1,24.57,,,,,
28,09/06/22 04:45:00 PM,265.9,263.1,24.61,,,,,
29,09/06/22 05:00:00 PM,266.4,263.7,24.81,,,,,
30,09/06/22 05:15:00 PM,266.8,264.4,24.93,,,,,
31,09/06/22 05:30:00 PM,267.3,264.4,24.92,,,,,
32,09/06/22 05:45:00 PM,267.5,265.2,24.95,,,,,
33,09/06/22 06:00:00 PM,267.8,265.5,24.99,,,,,
34,09/06/22 06:15:00 PM,268.3,265.9,25.00,,,,,
35,09/06/22 06:30:00 PM,268.7,266.3,25.00,,,,,
36,09/06/22 06:45:00 PM,268.8,266.3,25.01,,,,,
37,09/06/22 07:00:00 PM,268.8,266.3,25.00,,,,,
38,09/06/22 07:15:00 PM,269.1,266.6,24.98,,,,,
39,09/06/22 07:30:00 PM,269.1,266.6,24.95,,,,,
40,09/06/22 07:45:00 PM,268.9,266.3,24.91,,,,,
41,09/06/22 08:00:00 PM,268.7,266.3,24.86,,,,,
42,09/06/22 08:15:00 PM,268.4,265.9,24.80,,,,,
43,09/06/22 08:30:00 PM,268.3,266.0,24.74,,,,,
44,09/06/22 08:45:00 PM,268.3,266.0,24.69,,,,,
45,09/06/22 09:00:00 PM,268.2,266.0,24.64,,,,,
46,09/06/22 09:15:00 PM,268.2,265.6,24.59,,,,,
47,09/06/22 09:30:00 PM,268.1,265.7,24.51,,,,,
48,09/06/22 09:45:00 PM,268.0,265.7,24.44,,,,,
49,09/06/22 10:00:00 PM,268.0,265.3,24.37,,,,,
50,09/06/22 10:15:00 PM,268.0,265.7,24.31,,,,,
51,09/06/22 10:30:00 PM,268.0,265.4,24.26,,,,,
52,09/06/22 10:45:00 PM,267.9,265.4,24.21,,,,,
53,09/06/22 11:00:00 PM,267.9,265.0,24.17,,,,,
54,09/06/22 11:15:00 PM,267.8,265.4,24.11,,,,,
55,09/06/22 11:30:00 PM,267.7,265.1,24.08,,,,,
56,09/06/22 11:45:00 PM,267.7,265.1,24.02,,,,,
57,09/07/22 12:00:00 AM,267.7,264.7,23.98,,,,,
58,09/07/22 12:15:00 AM,267.6,264.7,23.93,,,,,
59,09/07/22 12:30:00 AM,267.5,264.7,23.90,,,,,
60,09/07/22 12:45:00 AM,267.5,264.8,23.84,,,,,
61,09/07/22 01:00:00 AM,267.2,264.8,23.79,,,,,
62,09/07/22 01:15:00 AM,267.3,264.8,23.75,,,,,
63,09/07/22 01:30:00 AM,267.1,264.8,23.71,,,,,
64,09/07/22 01:45:00 AM,267.0,264.4,23.66,,,,,
65,09/07/22 02:00:00 AM,266.9,264.1,23.62,,,,,
66,09/07/22 02:15:00 AM,266.7,264.1,23.55,,,,,
67,09/07/22 02:30:00 AM,266.7,263.7,23.51,,,,,
68,09/07/22 02:45:00 AM,266.5,263.8,23.47,,,,,
69,09/07/22 03:00:00 AM,266.3,263.8,23.42,,,,,
70,09/07/22 03:15:00 AM,266.3,263.8,23.38,,,,,
71,09/07/22 03:30:00 AM,266.1,263.4,23.35,,,,,
72,09/07/22 03:45:00 AM,266.1,263.1,23.33,,,,,
73,09/07/22 04:00:00 AM,265.9,263.1,23.31,,,,,
74,09/07/22 04:15:00 AM,265.9,263.1,23.27,,,,,
75,09/07/22 04:30:00 AM,265.8,263.1,23.25,,,,,
76,09/07/22 04:45:00 AM,265.6,263.1,23.21,,,,,
77,09/07/22 05:00:00 AM,265.3,262.7,23.18,,,,,
78,09/07/22 05:15:00 AM,265.1,262.7,23.15,,,,,
79,09/07/22 05:30:00 AM,265.0,262.4,23.12,,,,,
80,09/07/22 05:45:00 AM,264.9,262.0,23.13,,,,,
81,09/07/22 06:00:00 AM,264.9,261.6,23.12,,,,,
82,09/07/22 06:15:00 AM,264.4,261.7,23.07,,,,,
83,09/07/22 06:30:00 AM,264.3,261.7,23.05,,,,,
84,09/07/22 06:45:00 AM,264.2,261.7,23.02,,,,,
85,09/07/22 07:00:00 AM,264.1,261.7,23.01,,,,,
86,09/07/22 07:15:00 AM,263.9,260.9,23.00,,,,,
87,09/07/22 07:30:00 AM,263.9,260.9,23.00,,,,,
88,09/07/22 07:45:00 AM,263.6,260.9,22.99,,,,,
89,09/07/22 08:00:00 AM,263.6,260.9,22.96,,,,,
90,09/07/22 08:15:00 AM,263.3,260.6,22.95,,,,,
91,09/07/22 08:30:00 AM,263.3,260.6,22.97,,,,,
92,09/07/22 08:45:00 AM,263.5,260.9,23.02,,,,,
93,09/07/22 09:00:00 AM,263.8,261.3,23.13,,,,,
94,09/07/22 09:15:00 AM,263.6,260.9,23.06,,,,,
95,09/07/22 09:30:00 AM,263.5,260.9,23.07,,,,,
96,09/07/22 09:45:00 AM,264.0,261.2,23.21,,,,,
97,09/07/22 10:00:00 AM,263.9,261.2,23.21,,,,,
98,09/07/22 10:15:00 AM,263.4,260.5,23.18,,,,,
99,09/07/22 10:30:00 AM,263.4,260.5,23.23,,,,,
100,09/07/22 10:45:00 AM,263.6,260.9,23.27,,,,,
101,09/07/22 11:00:00 AM,263.8,261.2,23.36,,,,,
102,09/07/22 11:15:00 AM,263.8,261.2,23.38,,,,,
103,09/07/22 11:30:00 AM,263.6,260.8,23.38,,,,,
104,09/07/22 11:45:00 AM,263.7,260.8,23.42,,,,,
105,09/07/22 12:00:00 PM,263.8,261.2,23.48,,,,,
106,09/07/22 12:15:00 PM,263.8,261.2,23.48,,,,,
107,09/07/22 12:30:00 PM,264.2,261.5,23.61,,,,,
108,09/07/22 12:45:00 PM,264.2,261.5,23.63,,,,,
109,09/07/22 01:00:00 PM,264.2,261.5,23.68,,,,,
110,09/07/22 01:15:00 PM,264.6,261.8,23.80,,,,,
111,09/07/22 01:30:00 PM,264.8,262.2,23.91,,,,,
112,09/07/22 01:45:00 PM,264.5,261.8,23.92,,,,,
113,09/07/22 02:00:00 PM,264.3,261.4,23.95,,,,,
114,09/07/22 02:15:00 PM,264.3,261.8,23.99,,,,,
115,09/07/22 02:30:00 PM,264.4,261.8,24.03,,,,,
116,09/07/22 02:45:00 PM,264.4,261.4,24.04,,,,,
117,09/07/22 03:00:00 PM,264.4,261.7,24.08,,,,,
118,09/07/22 03:15:00 PM,264.5,261.7,24.10,,,,,
119,09/07/22 03:30:00 PM,264.8,262.1,24.19,,,,,
120,09/07/22 03:45:00 PM,265.2,262.4,24.26,,,,,
121,09/07/22 04:00:00 PM,265.3,262.4,24.32,,,,,
122,09/07/22 04:15:00 PM,265.3,262.8,24.35,,,,,
123,09/07/22 04:30:00 PM,265.1,262.4,24.38,,,,,
124,09/07/22 04:45:00 PM,265.1,262.8,24.40,,,,,
125,09/07/22 05:00:00 PM,265.2,262.7,24.41,,,,,
126,09/07/22 05:15:00 PM,265.1,262.7,24.43,,,,,
127,09/07/22 05:30:00 PM,264.8,262.4,24.44,,,,,
128,09/07/22 05:45:00 PM,264.7,262.0,24.45,,,,,
129,09/07/22 06:00:00 PM,265.0,262.7,24.45,,,,,
130,09/07/22 06:15:00 PM,265.2,262.7,24.44,,,,,
131,09/07/22 06:30:00 PM,265.3,262.8,24.40,,,,,
132,09/07/22 06:45:00 PM,265.3,262.8,24.38,,,,,
133,09/07/22 07:00:00 PM,265.4,262.8,24.35,,,,,
134,09/07/22 07:15:00 PM,265.6,262.8,24.31,,,,,
135,09/07/22 07:30:00 PM,266.0,262.8,24.28,,,,,
136,09/07/22 07:45:00 PM,266.5,263.9,24.25,,,,,
137,09/07/22 08:00:00 PM,266.6,263.9,24.22,,,,,
138,09/07/22 08:15:00 PM,266.8,263.9,24.19,,,,,
139,09/07/22 08:30:00 PM,266.8,264.3,24.17,,,,,
140,09/07/22 08:45:00 PM,266.9,264.3,24.15,,,,,
141,09/07/22 09:00:00 PM,267.1,264.3,24.13,,,,,
142,09/07/22 09:15:00 PM,267.1,264.7,24.11,,,,,
143,09/07/22 09:30:00 PM,267.1,264.3,24.08,,,,,
144,09/07/22 09:45:00 PM,267.3,264.3,24.03,,,,,
145,09/07/22 10:00:00 PM,267.3,264.3,23.99,,,,,
146,09/07/22 10:15:00 PM,267.1,264.4,23.93,,,,,
147,09/07/22 10:30:00 PM,267.1,264.4,23.89,,,,,
148,09/07/22 10:45:00 PM,267.2,264.4,23.85,,,,,
149,09/07/22 11:00:00 PM,267.2,264.8,23.79,,,,,
150,09/07/22 11:15:00 PM,267.3,264.4,23.75,,,,,
151,09/07/22 11:30:00 PM,267.2,264.4,23.69,,,,,
152,09/07/22 11:45:00 PM,267.2,264.4,23.65,,,,,
153,09/08/22 12:00:00 AM,267.1,264.4,23.61,,,,,
154,09/08/22 12:15:00 AM,267.2,264.5,23.56,,,,,
155,09/08/22 12:30:00 AM,267.0,264.1,23.50,,,,,
156,09/08/22 12:45:00 AM,266.7,264.1,23.43,,,,,
157,09/08/22 01:00:00 AM,266.3,263.4,23.32,,,,,
158,09/08/22 01:15:00 AM,266.4,263.8,23.30,,,,,
159,09/08/22 01:30:00 AM,266.5,263.8,23.26,,,,,
160,09/08/22 01:45:00 AM,266.4,263.8,23.21,,,,,
161,09/08/22 02:00:00 AM,266.3,263.5,23.17,,,,,
162,09/08/22 02:15:00 AM,266.2,263.5,23.13,,,,,
163,09/08/22 02:30:00 AM,266.1,263.5,23.08,,,,,
164,09/08/22 02:45:00 AM,266.0,263.1,23.05,,,,,
165,09/08/22 03:00:00 AM,265.9,263.1,23.01,,,,,
166,09/08/22 03:15:00 AM,265.7,263.2,22.96,,,,,
167,09/08/22 03:30:00 AM,265.5,262.8,22.93,,,,,
168,09/08/22 03:45:00 AM,265.4,262.8,22.91,,,,,
169,09/08/22 04:00:00 AM,265.3,262.8,22.89,,,,,
170,09/08/22 04:15:00 AM,265.3,262.1,22.87,,,,,
171,09/08/22 04:30:00 AM,265.0,262.1,22.84,,,,,
172,09/08/22 04:45:00 AM,264.6,261.7,22.77,,,,,
173,09/08/22 05:00:00 AM,264.5,261.7,22.75,,,,,
174,09/08/22 05:15:00 AM,264.4,261.7,22.73,,,,,
175,09/08/22 05:30:00 AM,264.4,261.4,22.72,,,,,
176,09/08/22 05:45:00 AM,264.0,261.0,22.67,,,,,
177,09/08/22 06:00:00 AM,263.7,260.7,22.64,,,,,
178,09/08/22 06:15:00 AM,263.6,260.7,22.60,,,,,
179,09/08/22 06:30:00 AM,263.3,260.7,22.57,,,,,
180,09/08/22 06:45:00 AM,263.4,260.7,22.57,,,,,
181,09/08/22 07:00:00 AM,263.2,260.3,22.55,,,,,
182,09/08/22 07:15:00 AM,262.7,260.0,22.48,,,,,
183,09/08/22 07:30:00 AM,262.5,259.6,22.45,,,,,
184,09/08/22 07:45:00 AM,262.4,259.6,22.40,,,,,
185,09/08/22 08:00:00 AM,262.2,258.9,22.37,,,,,
186,09/08/22 08:15:00 AM,262.5,260.0,22.47,,,,,
187,09/08/22 08:30:00 AM,262.6,260.0,22.51,,,,,
188,09/08/22 08:45:00 AM,262.1,258.9,22.41,,,,,
189,09/08/22 09:00:00 AM,262.9,259.9,22.60,,,,,
190,09/08/22 09:15:00 AM,263.2,260.7,22.67,,,,,
191,09/08/22 09:30:00 AM,263.6,260.6,22.77,,,,,
192,09/08/22 09:45:00 AM,263.5,260.6,22.76,,,,,
193,09/08/22 10:00:00 AM,264.2,261.3,22.91,,,,,
194,09/08/22 10:15:00 AM,264.2,261.7,22.99,,,,,
195,09/08/22 10:30:00 AM,264.6,261.6,23.11,,,,,
196,09/08/22 10:45:00 AM,264.8,262.0,23.24,,,,,
197,09/08/22 11:00:00 AM,265.4,262.3,23.41,,,,,
198,09/08/22 11:15:00 AM,266.0,263.4,23.56,,,,,
199,09/08/22 11:30:00 AM,266.8,264.0,23.74,,,,,
200,09/08/22 11:45:00 AM,267.5,264.7,23.87,,,,,
201,09/08/22 12:00:00 PM,268.2,265.1,24.04,,,,,
202,09/08/22 12:15:00 PM,268.6,266.1,24.15,,,,,
203,09/08/22 12:30:00 PM,269.0,266.5,24.21,,,,,
204,09/08/22 12:45:00 PM,269.3,266.8,24.29,,,,,
205,09/08/22 01:00:00 PM,269.4,266.8,24.33,,,,,
206,09/08/22 01:15:00 PM,269.9,267.2,24.44,,,,,
207,09/08/22 01:30:00 PM,269.5,266.8,24.55,,,,,
208,09/08/22 01:45:00 PM,269.7,267.1,24.64,,,,,
209,09/08/22 02:00:00 PM,269.4,266.7,24.71,,,,,
210,09/08/22 02:15:00 PM,269.2,266.3,24.70,,,,,
211,09/08/22 02:30:00 PM,269.1,266.3,24.74,,,,,
212,09/08/22 02:45:00 PM,268.9,266.3,24.76,,,,,
213,09/08/22 03:00:00 PM,268.6,266.0,24.74,,,,,
214,09/08/22 03:15:00 PM,268.6,266.0,24.74,,,,,
215,09/08/22 03:30:00 PM,268.4,266.0,24.73,,,,,
216,09/08/22 03:45:00 PM,268.1,265.6,24.70,,,,,
217,09/08/22 04:00:00 PM,268.2,265.6,24.67,,,,,
218,09/08/22 04:15:00 PM,268.2,265.6,24.64,,,,,
219,09/08/22 04:30:00 PM,268.2,265.6,24.61,,,,,
220,09/08/22 04:45:00 PM,268.3,265.6,24.59,,,,,
221,09/08/22 05:00:00 PM,268.3,266.0,24.59,,,,,
222,09/08/22 05:15:00 PM,268.5,266.0,24.59,,,,,
223,09/08/22 05:30:00 PM,268.8,266.0,24.59,,,,,
224,09/08/22 05:45:00 PM,268.6,266.0,24.58,,,,,
225,09/08/22 06:00:00 PM,268.6,266.0,24.59,,,,,
226,09/08/22 06:15:00 PM,268.9,266.4,24.59,,,,,
227,09/08/22 06:30:00 PM,269.2,266.7,24.61,,,,,
228,09/08/22 06:45:00 PM,269.4,266.7,24.58,,,,,
229,09/08/22 07:00:00 PM,269.4,266.8,24.56,,,,,
230,09/08/22 07:15:00 PM,269.5,266.8,24.56,,,,,
231,09/08/22 07:30:00 PM,269.1,266.4,24.51,,,,,
232,09/08/22 07:45:00 PM,269.4,267.1,24.50,,,,,
233,09/08/22 08:00:00 PM,269.1,266.4,24.46,,,,,
234,09/08/22 08:15:00 PM,268.8,266.1,24.43,,,,,
235,09/08/22 08:30:00 PM,268.2,265.7,24.37,,,,,
236,09/08/22 08:45:00 PM,267.9,265.4,24.29,,,,,
237,09/08/22 09:00:00 PM,267.6,265.0,24.23,,,,,
238,09/08/22 09:15:00 PM,267.9,265.0,24.21,,,,,
239,09/08/22 09:30:00 PM,268.0,265.4,24.17,,,,,
240,09/08/22 09:45:00 PM,268.2,265.8,24.11,,,,,
241,09/08/22 10:00:00 PM,268.3,265.8,24.05,,,,,
242,09/08/22 10:15:00 PM,268.6,266.2,23.99,,,,,
243,09/08/22 10:30:00 PM,268.4,266.2,23.92,,,,,
244,09/08/22 10:45:00 PM,268.3,265.5,23.85,,,,,
245,09/08/22 11:00:00 PM,268.0,265.5,23.79,,,,,
