"field_date","site_reach","site","green_algae","microcoleus","anabaena_cylindrospermum","bare_biofilm","other_nfixers","proportion_micro_transects","proportion_ana_cyl_transects","proportion_riffle_rapid_transects","average_depth_cm_sampled","median_depth_cm_sampled","pH","temp_C","DO_mg_L","cond_uS_cm","oPhos_ug_P_L","nitrate_mg_N_L","ammonium_mg_N_L","TDC_mg_L","DOC_mg_L","GPP_mean_fourdaysprior","GPP_change","discharge_m3_s","resp_TM_ATX","resp_TAC_ATX"
2023-06-25,"SFE-SH-1S","SFE-SH",-0.983080230482205,-0.590420628653182,-0.542301105827148,1.06935858255361,-1.16327052376377,-1.15321426790504,-0.872732630469705,1.69004103441627,0.833614886525815,2.3271870213534,-1.27831068691868,-1.99671532625042,1.30374893593998,-1.74522212357543,0.734265890424488,0.128627980774986,0.50751029037564,1.10296176339105,0.742210472922292,NA,NA,2.53160917965486,0,0
2023-07-03,"SFE-SH-1S","SFE-SH",-1.27704985280116,-0.590420628653182,-0.542301105827148,1.30812273162734,0.208164198989306,-1.15321426790504,-0.872732630469705,0.813723461015248,0.376415794121972,0.652482342435533,-1.78963496168616,0.593850678927926,-1.0495588918259,-1.33431600909842,0.226253615178845,-0.771767884649918,0.557593542715341,-1.78794259991678,1.15348632118628,-0.317726691412448,NA,1.32930405825488,0,0
2023-07-11,"SFE-SH-1S","SFE-SH",-0.897561794898509,-0.590420628653182,-0.542301105827148,0.93219619904317,0.72245222002171,-0.532252739033094,-0.872732630469705,0.813723461015248,0.689236225766717,0.804728222337158,0.766986412151207,-0.189343694730645,0.729771416972696,-1.01296635546897,-0.637367252738745,-0.571679914555495,-1.25875907547116,-0.506138435914784,-0.130192841577073,-0.264351657345089,0.191471134328763,0.998160698547261,0,0
2023-07-17,"SFE-SH-1S","SFE-SH",-0.673075901491311,-0.0466121548936735,-0.542301105827148,0.678191785134951,-0.477553162387231,0.399189554274821,-0.872732630469705,0.813723461015248,0.857677996652336,0.500236462533909,0.426103562306218,1.01557072628254,-0.819967884238982,-1.00243030125161,-0.449214558203323,-0.771767884649918,-1.25875907547116,-1.02846415506118,-0.0429525101271371,1.37427278096358,2.20905281259443,0.422480703978634,0,0
2023-07-24,"SFE-SH-1S","SFE-SH",0.743323187863634,-0.409151137400012,-0.232414759640206,-0.647711255465962,0.208164198989306,0.0887087898388512,0.44815999943039,-0.0625941123857876,1.65176063082744,0.19574470273066,1.61919353676364,0.774587842079904,-0.437316204927456,-0.68634867473083,-1.52168491705523,-1.27198780988598,-0.814687571392475,-0.413467743808166,1.340429888579,1.29427636228819,0.021726361842174,0.0658647781396475,0,0.3324602
2023-07-31,"SFE-SH-1S","SFE-SH",0.679184361175862,-0.590420628653182,-0.387357932733677,-0.556269666459005,0.208164198989306,-0.842733503469067,0.44815999943039,-1.81522925918786,0.785488666272773,0.347990582632284,-0.255662137383746,0.473359236826608,-0.284255533202846,-0.580988132557238,-1.13503112978494,-1.27198780988598,-1.0333844399425,0.538513002378006,1.41209158941288,1.70458029586428,0.64574237150166,-0.132821237684925,0.1919695,0.3124548
2023-08-07,"SFE-SH-1S","SFE-SH",-0.88152708822657,-0.590420628653182,1.93678966366838,0.845834698314377,0.379593539333441,-1.46369503234101,1.10860631438043,0.813723461015248,0.32828957386893,0.0434988228290354,-0.59654498722872,0.955325005231882,-1.10695664372263,0.525297560265481,-1.20182533634501,-1.07189983979155,1.7662693658468,0.0667349334715849,0.605118523500963,0.558967852723565,-1.33450651941631,-0.377357872545938,0,3.4811778
2023-08-14,"SFE-SH-1S","SFE-SH",-0.566177857011694,-0.590420628653182,2.55656235604228,0.459747989173881,2.60817496380719,-1.15321426790504,2.09927578680551,-0.0625941123857876,0.0635953624772267,0.19574470273066,-0.766986412151207,1.31679933153584,-1.18348697958493,0.894059457873054,-0.524475636017492,1.42919978638874,0.797993153945907,-0.830485858287949,-0.236127529766282,0.462412798413168,0.000651823170285172,-0.545476809012885,0,21.667248
2023-08-22,"SFE-SH-1S","SFE-SH",-0.812043359314817,-0.372897239149378,0.387357932733677,0.825514345201717,-0.477553162387231,0.709670318710794,0.44815999943039,-1.81522925918786,-0.947055262836543,-1.02222233648234,-1.1078692619962,0.35286779472529,-1.37481281924069,0.999420000046647,2.0080596324293,1.72933174153037,-0.0600999028076414,0.0519918688182591,-0.516542880855364,-0.729651778160172,-1.39362716824249,-0.484342650297632,2.2097378,15.7586873
2023-08-28,"SFE-SH-1S","SFE-SH",0.272971792153313,-0.191627747896208,-0.542301105827148,-0.200663486987493,-0.477553162387231,1.02015108314677,-0.872732630469705,-0.0625941123857876,-0.177035738787955,-0.260992936974214,0.59654498722872,0.0516391894719935,0.787169168869426,1.10478054222024,0.715450620970944,1.02902384619989,-0.26377179565576,-0.49350152335479,0.299777363426185,-0.133691685442177,0.882031036326107,-0.637178047085765,9.4798359,0
2023-09-04,"SFE-SH-1S","SFE-SH",1.79092402376389,-0.0828660531443071,-0.542301105827148,-1.699289529046,0.893881560365843,1.02015108314677,-0.872732630469705,-0.938911685786823,-0.225161959040997,-0.717730576679087,1.27831068691867,-0.490572299983941,0.768036584903851,0.841379186786258,0.768133375440864,0.128627980774986,1.21034526487611,-0.169154100981626,-0.659866282523117,-0.856952842902127,-0.796970776774456,-0.642272560312036,12.0380739,0
2023-09-12,"SFE-SH-1S","SFE-SH",1.02125810351064,0.170911234610132,-0.542301105827148,-0.947436463877665,-0.991841183419636,1.02015108314677,-0.872732630469705,-0.0625941123857876,-1.1636232539752,-1.63120585608883,0.59654498722872,-0.731555184186577,0.595843329213661,0.68333837352587,-0.466148300711512,0.028583995727775,-1.25875907547116,0.374233139098091,-0.952744538105047,-0.638099773132724,0.402078658983615,-0.795107957100169,6.6865982,0
2023-09-18,"SFE-SH-1S","SFE-SH",1.42212577030921,1.7298288593874,-0.542301105827148,-1.5418067924229,-1.16327052376377,1.02015108314677,1.10860631438043,-0.0625941123857876,-1.06737081346915,-1.32671409628559,0.426103562306218,-0.370080857882623,0.538445577316933,0.68333837352587,0.627018854539296,0.928979861152679,0.417360436164178,2.2234346770438,-2.07440594246137,-0.971502531592606,-0.300789443517957,-0.851147602589152,10.4676667,11.5623499
2023-09-24,"SFE-SH-1S","SFE-SH",0.160728845449714,2.74493801040515,0.0774715865467365,-0.525789136790021,-0.477553162387231,1.02015108314677,0.44815999943039,-0.0625941123857876,-2.00583210840336,-0.108747057072589,0.0852207124612436,-1.75573244204778,1.5333399435269,0.630658102439073,0.856565141872512,0.32871595086941,0.691148882287878,0.8712850331245,-0.940281633612199,-1.48253313026544,-0.526860290795818,-0.881714681946777,9.4154566,1.6768794
2023-06-20,"SFE-M-1S","SFE-M",-1.56931409861674,-0.904432928898602,-0.787717043746814,1.70623360146489,-0.829816737350979,-1.1601169364633,-1.6094580858007,2.08842966401516,2.32108096665967,1.79242521012581,-0.296236571688197,-1.7791896390003,0.899604551225848,-1.02927042209152,-0.256737325779641,1.67456939891672,0.136486888859863,1.5738283741163,0.503795735654607,NA,NA,2.20405584002705,0,0
2023-06-25,"SFE-M-1S","SFE-M",-1.15939974199644,-0.904432928898602,-0.787717043746814,1.41962032539965,-0.829816737350979,-1.1601169364633,-1.6094580858007,-0.232047740446128,1.29838245644564,1.0386015236243,0.592473143376386,-0.690947432621473,0.273792689503518,-0.885428282358232,-0.828479088923342,-0.0542370655519586,-0.180223018991753,0.814140372754511,-0.0935824535271003,0.0101794136032773,NA,1.87004472579677,0,0
2023-07-03,"SFE-M-1S","SFE-M",-0.870941491041412,-0.904432928898602,-0.787717043746814,1.18608358193909,-0.709939520077162,-0.865171952616697,-1.6094580858007,-0.232047740446128,1.05382411704663,1.54115064795864,0.875244416351481,1.74464226736922,0.0880047930547024,-0.693638762713849,-0.442707092823694,-0.816945799876376,-1.1806241564913,-0.729429515362747,-0.194504707330836,0.608891774702893,1.38388889991132,1.05589263486047,0,0
2023-07-10,"SFE-M-1S","SFE-M",-0.0511127778007997,-0.797187917566752,-0.787717043746814,0.575703456985356,-0.669980447652557,-0.570226968770095,-0.715314704800308,0.928190961784514,0.231218793613596,0.284777837122793,0.0269305974261964,-0.380021087941811,-0.0195566206788224,-0.549796622980563,-0.4222145565103,-1.27457104047103,-1.16554273230789,-1.28782439024905,0.0389417181343707,0.705980531716713,0.46940508402379,0.534000268875656,0,0
2023-07-17,"SFE-M-1S","SFE-M",-0.468618141025182,-0.904432928898602,-0.686185308784818,0.798624893924982,-0.390266940680317,-0.865171952616697,-0.119219117466717,-0.232047740446128,0.386846827776617,-0.594683130462303,1.27920337774447,0.552757946097179,0.889826240886436,-0.78953352253604,-0.701425363780298,-1.37626553838095,-1.18313772718854,-0.231035476252786,-0.678727642247749,0.414685797239236,-0.238636591913701,0.183288598933867,0,0.0436472
2023-07-24,"SFE-M-1S","SFE-M",0.0399793014481489,-0.689942906234902,-0.559270640082324,0.400550899389935,-0.530123694166437,-0.570226968770095,-0.417266911133512,-1.39228644267677,0.342381675158611,-0.594683130462303,1.92553771597326,0.500936888650568,2.53258237790755,-1.46079684129138,-1.16455668446301,-1.12202929360614,-1.19570558067471,-0.506845769740823,0.0460776350699883,0.960380514076371,1.28723519932864,-0.0108553612124821,0,0.3295057
2023-07-31,"SFE-M-1S","SFE-M",0.632077816566365,-0.625595899435792,-0.356207170158332,-0.0612149342707204,-0.570082766591043,-0.570226968770095,0.774924263533668,-0.232047740446128,-0.702549411364426,-1.09723225479664,1.27920337774447,0.293652658864126,0.899604551225848,-1.31695470155809,-1.24857608334792,-1.07118204465118,-0.682937158438762,-0.860076496488659,3.37243434377291,0.760103419117528,-0.0727070829708873,-0.219612307606409,0.3196704,17.3643411
2023-08-07,"SFE-M-1S","SFE-M",2.03641403832111,-0.689942906234902,2.53744727625853,-1.63228029936905,-0.570082766591043,-0.570226968770095,1.07297205720046,0.928190961784514,-0.613619106128414,-1.4741440980474,0.269305974261993,0.500936888650568,-0.606255241043506,-0.0703228238696069,-0.751632077748113,-0.664404053011492,0.121405464676453,-1.06620840004288,-0.413679298924807,0.95400412931775,0.645897903843887,-0.499346615774266,0.5277874,32.072445
2023-08-14,"SFE-M-1S","SFE-M",0.358801578819502,0.543374724081374,1.91556539961631,-0.703440978787264,-0.310348795831106,1.49438791815611,0.476876469866872,-0.232047740446128,-0.791479716600412,-0.343408568295133,-0.175048883270295,1.641000152476,-0.674703413419385,0.600940494885731,-0.01287614365025,0.708471668772458,0.156595454437743,-1.36476094580098,0.0246698842631354,0.709095540895411,-0.154072429654743,-0.572411547012139,1.4186574,118.0647047
2023-08-22,"SFE-M-1S","SFE-M",0.707987882607161,0.983079270541958,0.252983239613639,-0.7140562853082,-0.290369259618803,1.19944293430951,1.37101985086726,0.928190961784514,-0.791479716600412,-1.09723225479664,-1.14455039061347,0.345473716310738,-1.2027321717476,1.22425643372997,1.66648720723241,1.26779140727703,0.981046643130838,0.823817926911986,-0.323970628877042,0.0909584565061721,-0.834485824099851,-0.54527314398093,5.6241749,63.1942599
2023-08-28,"SFE-M-1S","SFE-M",0.206981446737902,1.09032428187381,-0.381590103898834,-0.257598104908013,-0.290369259618803,1.78933290200271,0.774924263533668,-1.39228644267677,0.320149098849608,-0.845957692629473,-0.659799636941888,0.241831601417515,-0.831156378849968,1.17630905381888,0.597289125081065,0.505082672952614,0.500954639958945,1.43592322737228,0.192873640602695,0.480017137829576,1.00168021687692,-0.67887758967304,7.2422716,33.4786075
2023-09-04,"SFE-M-1S","SFE-M",1.03440116658259,0.232364191219009,0.481429643278129,-1.27135987765727,1.46782992706386,0.904497950462909,0.774924263533668,0.928190961784514,-0.947107750763433,0.912964242540718,-0.902175013777681,-0.483663202835032,-0.107561413733525,1.08041429399669,0.475870847424204,0.149151930267886,0.362708251611017,-0.661686636260422,-0.611446139711925,-0.930554360367229,-2.27913165152271,-0.680965159136979,28.0443341,6.5221772
