"field_date","site","green_algae_mean","green_algae_sd","microcoleus_mean","microcoleus_sd","anabaena_cylindrospermum_mean","anabaena_cylindrospermum_sd","bare_biofilm_mean","bare_biofilm_sd","other_nfixers_mean","other_nfixers_sd"
2022-06-24,"RUS",38.1818181818182,NA,0,NA,0,NA,61.8181818181818,NA,0,NA
2022-07-06,"RUS",35.6060606060606,13.8344202832285,0,0,0,0,64.3939393939394,13.8344202832285,0,0
2022-07-20,"RUS",54.2727272727273,5.74743924293591,0,0,0.0606060606060606,0.104972776216296,45.6666666666667,5.6497885086822,0,0
2022-08-02,"RUS",59.7272727272727,3.68265983645983,0,0,0.0909090909090909,0.157459164324443,40.1818181818182,3.68265983645983,0,0
2022-08-17,"RUS",62.3636363636364,28.7548774159552,0,0,0.575757575757576,0.919635812454153,37.0606060606061,29.6667904785852,0,0
2022-09-01,"RUS",44.2424242424242,8.28437408586131,0,0,4.90909090909091,2.59210498716059,50.8484848484849,7.93846860210182,0,0
2022-09-15,"RUS",36.6363636363636,4.36647634855376,0,0,2.06060606060606,1.83702358378517,61.3030303030303,3.99414171557259,0,0
2022-06-27,"SAL",0,0,0,0,0,0,100,0,0,0
2022-07-12,"SAL",0.848484848484848,1.16892736496884,4.09090909090909,3.27777388678544,0,0,95.0606060606061,4.3648988072802,0,0
2022-07-26,"SAL",4.41212121212121,7.09455228864433,15.6272727272727,11.0846219139494,0,0,79.9606060606061,17.976376447795,0,0
2022-09-22,"SAL",55.6666666666667,14.6745220636361,0,0,0.0303030303030303,0.0524863881081478,44.3030303030303,14.6260080060431,0,0
2022-06-29,"SFE-M_excl_site2",10.1515151515152,5.77278692405353,0.303030303030303,0.319262234934931,0,0,87.2424242424242,5.34769072995538,2.3030303030303,0.963522005793009
2022-07-14,"SFE-M_excl_site2",34.4545454545455,9.60500902379105,0.606060606060606,1.04972776216296,0.696969696969697,0.367404716757035,60.1818181818182,8.42418792221305,4.06060606060606,2.32544909611511
2022-07-28,"SFE-M_excl_site2",35.9393939393939,7.61541137156272,0.848484848484849,0.783788918568337,19.6666666666667,9.35627836821785,42.6969696969697,16.5617635238305,0.848484848484848,0.277731860300354
2022-08-10,"SFE-M_excl_site2",55.6363636363636,10.8741865849496,4.18181818181818,2.9499964981069,1.93939393939394,1.50022955084686,36.7878787878788,6.72010264909139,1.45454545454545,0.314918328648887
2022-08-23,"SFE-M_excl_site2",45.5454545454545,17.3976344929537,2.42424242424242,0.946211817939151,0.303030303030303,0.524863881081478,51.2424242424242,17.3453814876805,0.484848484848485,0.500688231571464
2022-09-06,"SFE-M_excl_site2",38.5757575757576,20.3047715218978,4.09090909090909,5.58554805792932,0.0303030303030303,0.0524863881081478,55.2121212121212,23.2365367281456,2.09090909090909,2.36887531287189
2022-09-17,"SFE-M_excl_site2",26.8484848484848,21.1568978129798,7.78787878787879,6.75200204979536,0.818181818181818,1.41713247891999,63.1212121212121,25.1910605509264,1.42424242424242,1.52481765156474
2023-06-25,"SFE-SH",8.81818181818182,NA,0,NA,0,NA,91.1818181818182,NA,0,NA
2023-07-03,"SFE-SH",3.81818181818182,NA,0,NA,0,NA,95.4545454545455,NA,0.727272727272727,NA
2023-07-11,"SFE-SH",10.2727272727273,NA,0,NA,0,NA,88.7272727272727,NA,1,NA
2023-07-17,"SFE-SH",14.0909090909091,NA,1.36363636363636,NA,0,NA,84.1818181818182,NA,0.363636363636364,NA
2023-07-24,"SFE-SH",38.1818181818182,NA,0.454545454545455,NA,0.181818181818182,NA,60.4545454545455,NA,0.727272727272727,NA
2023-07-31,"SFE-SH",37.0909090909091,NA,0,NA,0.0909090909090909,NA,62.0909090909091,NA,0.727272727272727,NA
2023-08-07,"SFE-SH",10.5454545454545,NA,0,NA,1.45454545454545,NA,87.1818181818182,NA,0.818181818181818,NA
2023-08-14,"SFE-SH",15.9090909090909,NA,0,NA,1.81818181818182,NA,80.2727272727273,NA,2,NA
2023-08-22,"SFE-SH",11.7272727272727,NA,0.545454545454545,NA,0.545454545454545,NA,86.8181818181818,NA,0.363636363636364,NA
2023-08-28,"SFE-SH",30.1818181818182,NA,1,NA,0,NA,68.4545454545455,NA,0.363636363636364,NA
2023-09-04,"SFE-SH",56,NA,1.27272727272727,NA,0,NA,41.6363636363636,NA,1.09090909090909,NA
2023-09-12,"SFE-SH",42.9090909090909,NA,1.90909090909091,NA,0,NA,55.0909090909091,NA,0.0909090909090909,NA
2023-09-18,"SFE-SH",49.7272727272727,NA,5.81818181818182,NA,0,NA,44.4545454545455,NA,0,NA
2023-09-24,"SFE-SH",28.2727272727273,NA,8.36363636363636,NA,0.363636363636364,NA,62.6363636363636,NA,0.363636363636364,NA
2023-06-20,"SFE-M_all_sites",1.74090909090909,0.869865890046659,0,0,0,0,98.2363636363636,0.898606205713973,0.0227272727272727,0.0454545454545455
2023-06-25,"SFE-M_all_sites",3.14772727272727,3.31607965789736,0,0,0,0,96.6704545454545,3.12709984546803,0.181818181818182,0.363636363636364
2023-07-03,"SFE-M_all_sites",8.02954545454545,6.02160195318859,0.0454545454545455,0.0909090909090909,0,0,91.5613636363636,5.95056945674144,0.363636363636364,0.445361771415123
2023-07-10,"SFE-M_all_sites",14.1431818181818,12.2012698047574,0.295454545454545,0.358870281282637,0,0,85.1522727272727,12.109835665058,0.409090909090909,0.47817375266847
2023-07-17,"SFE-M_all_sites",11.8090909090909,13.1945100863478,0.159090909090909,0.318181818181818,0.204545454545455,0.239086876334235,87.1,13.2791723662577,0.727272727272727,0.950568917658068
2023-07-24,"SFE-M_all_sites",16.0454545454545,11.4563490643528,0.545454545454545,0.445361771415123,1.34090909090909,1.74768638877192,81.6590909090909,13.0033636250294,0.409090909090909,0.649220766231168
2023-07-31,"SFE-M_all_sites",17.8863636363636,11.7408601108799,0.704545454545455,0.834434534122083,5.56818181818182,8.92989994051772,75.5,17.2055311754768,0.340909090909091,0.567120220370088
2023-08-07,"SFE-M_all_sites",19.6590909090909,19.6364162457208,1.45454545454545,2.21688983735417,11.0227272727273,9.13033119105776,67.2954545454545,25.3986805800343,0.568181818181818,0.609271795844942
2023-08-14,"SFE-M_all_sites",15.3636363636364,10.1699064521351,7.98863636363636,5.0113335737434,9.73863636363636,6.90015121405752,66.2045454545455,20.3267218172216,0.704545454545455,1.11185695811863
2023-08-22,"SFE-M_all_sites",20.5,10.5542022234275,6.25,5.67648234302139,2.40909090909091,1.738401152638,69.4318181818182,16.2923320198377,1.40909090909091,1.48175311253305
2023-08-28,"SFE-M_all_sites",19.6136363636364,12.4498719388902,5.70454545454546,5.72047456082989,0.454545454545455,0.672153727661177,72.3636363636364,16.6650687939275,1.86363636363636,2.26422652645123
2023-09-04,"SFE-M_all_sites",13.4545454545455,14.7263374188596,6.36363636363636,8.53739142487902,1.13636363636364,2.27272727272727,75.5681818181818,21.2309061843923,3.47727272727273,4.83523283658833
2023-09-12,"SFE-M_all_sites",12.3863636363636,12.5725169245534,5.81818181818182,7.84877734332705,0.727272727272727,1.45454545454545,78.7727272727273,16.3290037551702,2.29545454545455,2.89901189587966
2023-09-18,"SFE-M_all_sites",6.86363636363636,10.3403513003076,11.3409090909091,9.73403191953202,1.04545454545455,1.48917119700674,76.9318181818182,19.0688725630659,3.81818181818182,5.75582110424065
2023-09-24,"SFE-M_all_sites",0.545454545454545,0.97347747904297,12.9772727272727,9.55234239226502,0.545454545454545,1.03119391073779,81.75,11.2838105339149,4.18181818181818,6.27558125675963
2023-06-28,"SAL",0,0,0.2,0.346410161513775,0,0,99.8,0.346410161513772,0,0
2023-07-13,"SAL",0.336363636363636,0.498510177122007,1.37878787878788,0.936334215483659,0,0,98.2848484848485,0.970018885959683,0,0
2023-07-27,"SAL",0,0,4.45454545454546,3.17010832257504,0,0,95.5454545454545,3.17010832257504,0,0
2023-08-10,"SAL",0.121212121212121,0.138865930150177,7.86363636363636,7.36209299201935,0,0,92.0151515151515,7.49412074429199,0,0
2023-06-20,"SFE-M_excl_site2",2.12121212121212,0.51693097300703,0,0,0,0,97.8484848484848,0.555463720600708,0.0303030303030303,0.0524863881081478
2023-06-25,"SFE-M_excl_site2",4.03030303030303,3.43815890254049,0,0,0,0,95.7272727272727,3.05459956662026,0.242424242424242,0.419891104865182
2023-07-03,"SFE-M_excl_site2",10.2727272727273,4.91918154853407,0.0606060606060606,0.104972776216296,0,0,89.1818181818182,4.37498524200581,0.484848484848485,0.457565723349742
2023-07-10,"SFE-M_excl_site2",18.4242424242424,10.6462010969239,0.393939393939394,0.367404716757035,0,0,80.6363636363636,9.87985679288591,0.545454545454545,0.481045692920835
2023-07-17,"SFE-M_excl_site2",15.5454545454545,13.3184145186,0.212121212121212,0.367404716757035,0.272727272727273,0.240522846460417,83,12.7923660086465,0.96969696969697,1.00137646314293
2023-07-24,"SFE-M_excl_site2",20.9393939393939,7.29164207000968,0.606060606060606,0.524863881081478,1.78787878787879,1.83927162490831,76.1212121212121,8.34401519244065,0.545454545454545,0.721568539381252
2023-07-31,"SFE-M_excl_site2",23.4242424242424,4.77106753247625,0.939393939393939,0.844688476652506,7.42424242424242,9.9471052865277,67.7575757575758,9.1855677912355,0.454545454545455,0.636363636363636
2023-08-07,"SFE-M_excl_site2",25.6060606060606,19.1359497543956,1.87878787878788,2.50838813170605,14.6969696969697,6.63657118812013,57.0909090909091,18.5160194212096,0.727272727272727,0.636363636363636
2023-08-14,"SFE-M_excl_site2",19.969696969697,5.27690534570672,10.0454545454545,3.50530884269056,12.9848484848485,2.86195236680526,56.0606060606061,1.5383078965451,0.939393939393939,1.23426738511614
2023-08-22,"SFE-M_excl_site2",25.2424242424242,5.66950180251363,8.18181818181818,5.09334357375689,3.21212121212121,0.814807858166591,61.5151515151515,4.703026397999,1.84848484848485,1.46115920621105
2023-08-28,"SFE-M_excl_site2",25.7878787878788,1.94199636000147,6.93939393939394,6.31954421762023,0.606060606060606,0.734809433514069,64.1818181818182,3.86443841942405,2.48484848484848,2.31833035768911
2023-09-04,"SFE-M_excl_site2",17.7272727272727,14.6887824743412,7.87878787878788,9.77529916827107,1.51515151515152,2.62431940540739,68.2424242424242,18.8182550137648,4.63636363636364,5.19694761016598
2023-09-12,"SFE-M_excl_site2",16.030303030303,12.5472111198884,7.42424242424242,8.77088220509473,0.96969696969697,1.67956441946073,72.5151515151515,12.8456614965422,3.06060606060606,3.01557024654471
2023-09-18,"SFE-M_excl_site2",9.15151515151515,11.3568464563235,11.2424242424242,11.9192646804833,1.24242424242424,1.75888143768866,73.2727272727273,21.5661580619664,5.09090909090909,6.32259492705094
2023-09-24,"SFE-M_excl_site2",0.727272727272727,1.10595682369059,11.9090909090909,11.4028414611635,0.727272727272727,1.18181818181818,81.0606060606061,13.7162307586995,5.57575757575758,6.88592607870811
